line,text,State,ShanDiv
8,"Railroads - As introduced, creates a Class A misdemeanor, subject only to fine, for any person permitting a train to obstruct certain public roads for ...",Tennessee,0
9,"Juvenile Offenders - As introduced, establishes a progressive truancy intervention program in K–12 schools that involves tiers of prejuvenile court programs designed to keep a ...",Tennessee,0
10,"Railroads - As introduced, creates a Class A misdemeanor, subject only to fine, for any person permitting a train to obstruct certain public roads for ...",Tennessee,0
1,"Juvenile Offenders - As introduced, establishes a progressive truancy intervention program in K–12 schools that involves tiers of prejuvenile court programs designed to keep a ...",Tennessee,0
2,"Economic and Community Development - As introduced, requires commissioners of economic and community development and tourist development to develop a Tennessee African-American heritage and attractions ...",Tennessee,0
3,"Teachers, Principals and School Personnel - As introduced, permits a retired high school teacher whose license has lapsed to teach one year without loss of ...",Tennessee,0
4,"Teachers, Principals and School Personnel - As introduced, permits a retired high school teacher whose license has lapsed to teach one year without loss of ...",Tennessee,0
5,"Firearms and Ammunition - As introduced, clarifies that it is not an offense for a person to transport and properly store a firearm in a ...",Tennessee,0
6,"Veterans - As introduced, expands eligibility for sport hunting and fishing licenses without payment of a fee to all persons with a service-connected disability instead ...",Tennessee,0
7,"Criminal Procedure - As introduced, requires a person who commits theft or robbery within or on the premises of a licensed pharmacy for the purpose ...",Tennessee,0
8,"Traffic Safety - As introduced, on or after July 1, 2015, bans the use of unmanned traffic enforcement cameras by political subdivisions unless any fines, ...",Tennessee,0
9,"Taxes - As introduced, clarifies that the notice of tax assessment being challenged by a taxpayer in a lawsuit against the department of revenue must ...",Tennessee,0
10,"State Symbols - As introduced, designates the poem ""Echoes from a Soldier's Grave,"" by Sergeant First Class Ernest E. Sharp, as the official veterans' poem ...",Tennessee,0
1,"Taxes, Sales - As introduced, requires a county-wide referendum for a county to increase local option to a rate already operative in a city or ...",Tennessee,0
2,"Criminal Procedure - As introduced, requires a person who commits theft or robbery within or on the premises of a licensed pharmacy for the purpose ...",Tennessee,0
3,"Insurance, Health, Accident - As introduced, authorizes the synchronization of a patient's medications and regulates patient cost-sharing and pharmacist dispensing fees affected by a synchronization. ...",Tennessee,0
4,"Public Records - As introduced, clarifies that law enforcement officer driver license information is confidential even if driving and operating a vehicle is part of ...",Tennessee,0
5,"Insurance, Health, Accident - As introduced, authorizes the synchronization of a patient's medications and regulates patient cost-sharing and pharmacist dispensing fees affected by a synchronization. ...",Tennessee,0
6,"Public Records - As introduced, clarifies that law enforcement officer driver license information is confidential even if driving and operating a vehicle is part of ...",Tennessee,0
7,"Firearms and Ammunition - As introduced, clarifies that it is not an offense for a person to transport and properly store a firearm in a ...",Tennessee,0
8,"Highways, Roads and Bridges - As introduced, permits a Tennessee bidder preference of 10 percent to be added to certain bids by Tennessee businesses for ...",Tennessee,0
9,"Boards and Commissions - As introduced, establishes an interagency council on homelessness. - Amends TCA Title 4 and Title 71.",Tennessee,0
10,"State Symbols - As introduced, designates the poem ""Echoes from a Soldier's Grave,"" by Sergeant First Class Ernest E. Sharp, as the official veterans' poem ...",Tennessee,0
1,"Veterans - As introduced, expands eligibility for sport hunting and fishing licenses without payment of a fee to all persons with a service-connected disability instead ...",Tennessee,0
2,"Taxes, Sales - As introduced, requires a county-wide referendum for a county to increase local option to a rate already operative in a city or ...",Tennessee,0
3,"Traffic Safety - As introduced, on or after July 1, 2015, bans the use of unmanned traffic enforcement cameras by political subdivisions unless any fines, ...",Tennessee,0
4,"Consumer Protection - As introduced, creates certain provisions on consumer warranty rights, such as requiring any person making an express warranty related to an HVAC ...",Tennessee,0
5,"Highways, Roads and Bridges - As introduced, permits a Tennessee bidder preference of 10 percent to be added to certain bids by Tennessee businesses for ...",Tennessee,0
6,"Motor Vehicles - As introduced, requires that no more than 20 percent of the funds received by the department of health from violations of the ...",Tennessee,0
7,"Education - As introduced, expands the delinquent acts for which a student's school shall be notified; transfers duty to notify the LEA from the child's ...",Tennessee,0
8,"Motor Vehicles - As introduced, requires that no more than 20 percent of the funds received by the department of health from violations of the ...",Tennessee,0
9,"Pest Control - As introduced, redefines ""certified applicator"" for purposes of the Tennessee Application of Pesticides Act of 1978 from an individual certified to use, ...",Tennessee,0
10,"Motor Vehicles - As introduced, on or after January 1, 2016, requires headlights on motor vehicles to emit only a white light or light of ...",Tennessee,0
1,"Health Care - As introduced, restructures boards for hospital and medical service corporations organized prior to July 1, 1981; imposes restrictions on spending by such ...",Tennessee,0
2,"Motor Vehicles - As introduced, on or after January 1, 2016, requires headlights on motor vehicles to emit only a white light or light of ...",Tennessee,0
3,"Motor Vehicles - As introduced, under certain circumstances, allows motorcycles to operate between lanes of traffic. - Amends TCA Title 55, Chapter 8.",Tennessee,0
4,"Consumer Protection - As introduced, clarifies that any person unable to purchase a ticket as a result of a violation of the offense of interference ...",Tennessee,0
5,"Motor Vehicles, Titling and Registration - As introduced, deletes an obsolete provision that authorized certain plates issued for commercial vehicles that expired on February 28, ...",Tennessee,0
6,"Boards and Commissions - As introduced, establishes an interagency council on homelessness. - Amends TCA Title 4 and Title 71.",Tennessee,0
7,"Taxes - As introduced, clarifies that the notice of tax assessment being challenged by a taxpayer in a lawsuit against the department of revenue must ...",Tennessee,0
8,"TennCare - As introduced, directs the commissioner of finance and administration to submit a waiver request to the federal centers for Medicare and Medicaid services ...",Tennessee,0
9,"Motor Vehicles, Titling and Registration - As introduced, deletes an obsolete provision that authorized certain plates issued for commercial vehicles that expired on February 28, ...",Tennessee,0
10,"Pest Control - As introduced, redefines ""certified applicator"" for purposes of the Tennessee Application of Pesticides Act of 1978 from an individual certified to use, ...",Tennessee,0
1,"Health Care - As introduced, restructures boards for hospital and medical service corporations organized prior to July 1, 1981; imposes restrictions on spending by such ...",Tennessee,0
2,"TennCare - As introduced, directs the commissioner of finance and administration to submit a waiver request to the federal centers for Medicare and Medicaid services ...",Tennessee,0
3,"Consumer Protection - As introduced, creates certain provisions on consumer warranty rights, such as requiring any person making an express warranty related to an HVAC ...",Tennessee,0
4,"Consumer Protection - As introduced, clarifies that any person unable to purchase a ticket as a result of a violation of the offense of interference ...",Tennessee,0
5,"Education - As introduced, expands the delinquent acts for which a student's school shall be notified; transfers duty to notify the LEA from the child's ...",Tennessee,0
6,"Motor Vehicles - As introduced, under certain circumstances, allows motorcycles to operate between lanes of traffic. - Amends TCA Title 55, Chapter 8.",Tennessee,0
7,"Children's Services, Dept. of - As introduced, requires a third party to be present when a representative of the department interviews a child at the ...",Tennessee,0
8,"Teachers, Principals and School Personnel - As introduced, requires a person licensed as an apprentice occupational education teacher who is seeking to obtain a professional ...",Tennessee,0
9,"Teachers, Principals and School Personnel - As introduced, requires a person licensed as an apprentice occupational education teacher who is seeking to obtain a professional ...",Tennessee,0
10,"TennCare - As introduced, encourages the commissioner of finance and administration to consult the TennCare advisory commission concerning the impact of policies and procedures on ...",Tennessee,0
1,"TennCare - As introduced, requires the bureau of TennCare to report annually an accounting of the amount paid to MCOs under the CHOICES program in ...",Tennessee,0
2,"Medical Occupations - As introduced, changes the offense of practicing medicine or surgery without first complying with requirements relating to the practice of medicine or ...",Tennessee,0
3,"Alcoholic Beverages - As introduced, extends the Tennessee River resort district boundary from three miles of the nearest bank of the Tennessee River to seven ...",Tennessee,0
4,"Alcoholic Beverages - As introduced, extends the Tennessee River resort district boundary from three miles of the nearest bank of the Tennessee River to seven ...",Tennessee,0
5,"Taxes, Exemption and Credits - As introduced, allows a franchise tax credit of 10 percent of the value of new, unused equipment donated by a ...",Tennessee,0
6,"TennCare - As introduced, encourages the commissioner of finance and administration to consult the TennCare advisory commission concerning the impact of policies and procedures on ...",Tennessee,0
7,"Medical Occupations - As introduced, changes the offense of practicing medicine or surgery without first complying with requirements relating to the practice of medicine or ...",Tennessee,0
8,"TennCare - As introduced, requires the bureau of TennCare to report annually an accounting of the amount paid to MCOs under the CHOICES program in ...",Tennessee,0
9,"Children's Services, Dept. of - As introduced, requires a third party to be present when a representative of the department interviews a child at the ...",Tennessee,0
10,"Taxes, Exemption and Credits - As introduced, allows a franchise tax credit of 10 percent of the value of new, unused equipment donated by a ...",Tennessee,0
1,"Administrative Procedure (UAPA) - As introduced, clarifies that subcommittees of the government operations committees may exercise the same powers to stay the effective dates of ...",Tennessee,0
2,"Administrative Procedure (UAPA) - As introduced, clarifies that subcommittees of the government operations committees may exercise the same powers to stay the effective dates of ...",Tennessee,0
3,"Lottery, Scholarships and Programs - As introduced, permits students enrolled in an apprentice training program to be eligible for the Tennessee Promise scholarship if the ...",Tennessee,0
4,"TennCare - As introduced, establishes a health insurance voucher program by means of a federal waiver that expands eligibility for Medicaid to 138 percent of ...",Tennessee,0
5,"Fire Prevention and Investigation - As introduced, permits certain student residences housing a small number of students at public higher education institutions to be occupied ...",Tennessee,0
6,"Lottery, Scholarships and Programs - As introduced, permits students enrolled in an apprentice training program to be eligible for the Tennessee Promise scholarship if the ...",Tennessee,0
7,"Judicial Officers - As introduced, permits a county that has elected to allow judicial commissioners to receive continuing education under the supervision of the general ...",Tennessee,0
8,"TennCare - As introduced, establishes a health insurance voucher program by means of a federal waiver that expands eligibility for Medicaid to 138 percent of ...",Tennessee,0
9,"Special License Plates - As introduced, authorizes the issuance of a new specialty earmarked license plate for Historic Collierville. - Amends TCA Title 55, Chapter ...",Tennessee,0
10,"Special License Plates - As introduced, authorizes the issuance of a new specialty earmarked license plate for Historic Collierville. - Amends TCA Title 55, Chapter ...",Tennessee,0
1,"Employees, Employers - As introduced, prohibits employers from terminating employees who are canine search and rescue volunteers solely because such volunteer is absent from work ...",Tennessee,0
2,"Employees, Employers - As introduced, prohibits employers from terminating employees who are canine search and rescue volunteers solely because such volunteer is absent from work ...",Tennessee,0
3,"Taxes, Personal Property - As introduced, creates a pilot project in Bradley County to improve the collection of personal property taxes from businesses. - Amends ...",Tennessee,0
4,"Taxes, Personal Property - As introduced, creates a pilot project in Bradley County to improve the collection of personal property taxes from businesses. - Amends ...",Tennessee,0
5,"Insurance, Health, Accident - As introduced, requires the commissioner of commerce and insurance, when developing policies to make all payer claims databases available, to consider ...",Tennessee,0
6,"Insurance, Health, Accident - As introduced, requires the commissioner of commerce and insurance, when developing policies to make all payer claims databases available, to consider ...",Tennessee,0
7,"Workers Compensation - As introduced, enacts the ""Tennessee Volunteer Firefighter Protection Act,"" which defines ""earnings,"" for purposes of the average weekly earnings of a volunteer ...",Tennessee,0
8,"Workers Compensation - As introduced, enacts the ""Tennessee Volunteer Firefighter Protection Act,"" which defines ""earnings,"" for purposes of the average weekly earnings of a volunteer ...",Tennessee,0
9,"Welfare - As introduced, requires a summary suspension order of an adult day care's license to be reviewed by a hearing officer within seven calendar ...",Tennessee,0
10,"Welfare - As introduced, requires a summary suspension order of an adult day care's license to be reviewed by a hearing officer within seven calendar ...",Tennessee,0
1,"Schools, Home - As introduced, prohibits a public school from being a member of an organization that regulates interscholastic athletic events, if the organization allows ...",Tennessee,0
2,"Schools, Home - As introduced, prohibits a public school from being a member of an organization that regulates interscholastic athletic events, if the organization allows ...",Tennessee,0
3,"Tobacco, Tobacco Products - As introduced, adds the vapor from electronic cigarettes to the definition of what ""smoking"" is for purposes of the ""Children's Act ...",Tennessee,0
4,"Taxes, Real Property - As introduced, makes governmental entity immune from liability for all dues, fees, and assessments for all parcels purchased at tax sales. ...",Tennessee,0
5,"Drug and Alcohol Rehabilitation - As introduced, clarifies that persons licensed as alcohol and drug abuse counselors may hold themselves out to the public as ...",Tennessee,0
6,"Taxes, Real Property - As introduced, makes governmental entity immune from liability for all dues, fees, and assessments for all parcels purchased at tax sales. ...",Tennessee,0
7,"Drug and Alcohol Rehabilitation - As introduced, clarifies that persons licensed as alcohol and drug abuse counselors may hold themselves out to the public as ...",Tennessee,0
8,"Tobacco, Tobacco Products - As introduced, adds the vapor from electronic cigarettes to the definition of what ""smoking"" is for purposes of the ""Children's Act ...",Tennessee,0
9,"Insurance, Motor Vehicles - As introduced, delineates the only requirements that shall apply to the use of non-OEM aftermarket crash parts in the repair of ...",Tennessee,0
10,"Insurance, Motor Vehicles - As introduced, delineates the only requirements that shall apply to the use of non-OEM aftermarket crash parts in the repair of ...",Tennessee,0
1,"Common Carriers - As introduced, under certain circumstances, permits operators of commercial freight vehicles to park on the shoulder of entrance ramps on any highway ...",Tennessee,0
2,"Firearms and Ammunition - As introduced, removes the authority of local governments to prohibit by resolution the possession of handguns in parks or recreational areas ...",Tennessee,0
3,"Firearms and Ammunition - As introduced, removes the authority of local governments to prohibit by resolution the possession of handguns in parks or recreational areas ...",Tennessee,0
4,"Common Carriers - As introduced, under certain circumstances, permits operators of commercial freight vehicles to park on the shoulder of entrance ramps on any highway ...",Tennessee,0
5,"Special License Plates - As introduced, authorizes issuance of Supporters of the Blind and Visually Impaired new specialty earmarked license plates. - Amends TCA Title ...",Tennessee,0
6,"Attorney General and Reporter - As introduced, directs the office of the attorney general to prepare a written statement of a property owner's rights during ...",Tennessee,0
7,"Attorney General and Reporter - As introduced, directs the office of the attorney general to prepare a written statement of a property owner's rights during ...",Tennessee,0
8,"Students - As introduced, permits students who are not interested in attending a community college, college, or university to opt out of the required 11th ...",Tennessee,0
9,"Administrative Procedure (UAPA) - As introduced, prohibits an agency that has filed an emergency rule from filing a proposed rule on the same subject without ...",Tennessee,0
10,"Students - As introduced, permits students who are not interested in attending a community college, college, or university to opt out of the required 11th ...",Tennessee,0
1,"Special License Plates - As introduced, authorizes issuance of Supporters of the Blind and Visually Impaired new specialty earmarked license plates. - Amends TCA Title ...",Tennessee,0
2,"Law Enforcement - As introduced, requires law enforcement agencies to submit to TBI reports of the demographics of the following members of the public who ...",Tennessee,0
3,"Remedies and Special Proceedings - As introduced, creates civil cause of action against any person for physical invasion of privacy or for attempting to capture ...",Tennessee,0
4,"Children's Services, Dept. of - As introduced, requires the department to determine whether reported child abuse was indicated or unfounded and report its findings to ...",Tennessee,0
5,"Administrative Procedure (UAPA) - As introduced, prohibits an agency that has filed an emergency rule from filing a proposed rule on the same subject without ...",Tennessee,0
6,"Motor Vehicles, Titling and Registration - As introduced, increases the age of a vehicle a dismantler, recycler, or scrap metal processor may purchase without obtaining ...",Tennessee,0
7,"Remedies and Special Proceedings - As introduced, creates civil cause of action against any person for physical invasion of privacy or for attempting to capture ...",Tennessee,0
8,"Education - As introduced, requires LEAs to conduct eighth grade conferences with parents and teachers and guidance counselors to discuss high school graduation requirements, to ...",Tennessee,0
9,"Education - As introduced, requires LEAs to conduct eighth grade conferences with parents and teachers and guidance counselors to discuss high school graduation requirements, to ...",Tennessee,0
10,"Children's Services, Dept. of - As introduced, requires the department to determine whether reported child abuse was indicated or unfounded and report its findings to ...",Tennessee,0
1,"Motor Vehicles, Titling and Registration - As introduced, increases the age of a vehicle a dismantler, recycler, or scrap metal processor may purchase without obtaining ...",Tennessee,0
2,"Hospitals and Health Care Facilities - As introduced, prohibits the bureau of TennCare from imposing certain requirements on nursing facility providers as vendors of the ...",Tennessee,0
3,"Hospitals and Health Care Facilities - As introduced, prohibits the bureau of TennCare from imposing certain requirements on nursing facility providers as vendors of the ...",Tennessee,0
4,"State Employees - As introduced, requires, under certain circumstances, a person employed by the state who received training as a condition of that employment to ...",Tennessee,0
5,"Food and Food Products - As introduced, prohibits the commissioner of agriculture from requiring labels on meat or meat products except for the weight of ...",Tennessee,0
6,"Hospitals and Health Care Facilities - As introduced, requires the long-term care system to ensure that residents' needs in institutions are delivered by qualified licensed ...",Tennessee,0
7,"Insurance, Health, Accident - As introduced, revises the definition of ""autism spectrum disorder"" and the required insurance coverage of autism spectrum disorder. - Amends TCA ...",Tennessee,0
8,"Insurance, Health, Accident - As introduced, revises the definition of ""autism spectrum disorder"" and the required insurance coverage of autism spectrum disorder. - Amends TCA ...",Tennessee,0
9,"Hospitals and Health Care Facilities - As introduced, requires the long-term care system to ensure that residents' needs in institutions are delivered by qualified licensed ...",Tennessee,0
10,"State Employees - As introduced, requires, under certain circumstances, a person employed by the state who received training as a condition of that employment to ...",Tennessee,0
1,"Food and Food Products - As introduced, prohibits the commissioner of agriculture from requiring labels on meat or meat products except for the weight of ...",Tennessee,0
2,"Juries and Jurors - As introduced, provides that a person who is 70 years of age or older may be excused from jury duty; requires ...",Tennessee,0
3,"Juries and Jurors - As introduced, provides that a person who is 70 years of age or older may be excused from jury duty; requires ...",Tennessee,0
4,"Education - As introduced, establishes standards review and development committees and advisory teams comprised of Tennessee teachers, higher education faculty members, and parents to propose ...",Tennessee,0
5,"Education - As introduced, establishes standards review and development committees and advisory teams comprised of Tennessee teachers, higher education faculty members, and parents to propose ...",Tennessee,0
6,"Veterans - As introduced, authorizes private employers to establish a preference in employment policies for hiring certain veterans, spouses of veterans, widows of veterans, and ...",Tennessee,0
7,"Insurance, Health, Accident - As introduced, revises certain time periods for a health insurance entity to process the credentialing of healthcare providers. - Amends TCA ...",Tennessee,0
8,"Insurance, Health, Accident - As introduced, revises certain time periods for a health insurance entity to process the credentialing of healthcare providers. - Amends TCA ...",Tennessee,0
9,"Education, Higher - As introduced, requires an LEA to reimburse public institutions of higher education for the cost of providing remedial courses to students who ...",Tennessee,0
10,"Civil Procedure - As introduced, makes licensed social workers exempt from subpoena to trial but subject to subpoena to a deposition. - Amends TCA Title ...",Tennessee,0
1,"Hospitals and Health Care Facilities - As introduced, for purposes of a certificate of need application, requires that a free-standing emergency department be located no ...",Tennessee,0
2,"Insurance, Health, Accident - As introduced, clarifies that insurance coverage for healthcare services provided during a telehealth encounter shall be consistent with what the health ...",Tennessee,0
3,"Veterans - As introduced, authorizes private employers to establish a preference in employment policies for hiring certain veterans, spouses of veterans, widows of veterans, and ...",Tennessee,0
4,"Insurance, Health, Accident - As introduced, clarifies that insurance coverage for healthcare services provided during a telehealth encounter shall be consistent with what the health ...",Tennessee,0
5,"Hospitals and Health Care Facilities - As introduced, for purposes of a certificate of need application, requires that a free-standing emergency department be located no ...",Tennessee,0
6,"Education, Higher - As introduced, requires an LEA to reimburse public institutions of higher education for the cost of providing remedial courses to students who ...",Tennessee,0
7,"Civil Procedure - As introduced, makes licensed social workers exempt from subpoena to trial but subject to subpoena to a deposition. - Amends TCA Title ...",Tennessee,0
8,"Education - As introduced, extends the authorization for the energy efficient schools council to award grants or loans for energy efficient capital outlay projects to ...",Tennessee,0
9,"Veterans - As introduced, enacts the ""Tennessee Veterans Traumatic Brain Injury Treatment and Recovery Act."" - Amends TCA Title 4; Title 58 and Title 68, ...",Tennessee,0
10,"Sunset Laws - As introduced, extends the department of labor and workforce development, June 30, 2019, and requires the department to report back to the ...",Tennessee,0
1,"Sunset Laws - As introduced, extends the department of labor and workforce development, June 30, 2019, and requires the department to report back to the ...",Tennessee,0
2,"Beer - As introduced, allows a student taking a beer manufacturing course in higher education to taste beer as long as the student is 18 ...",Tennessee,0
3,"Veterans - As introduced, enacts the ""Tennessee Veterans Traumatic Brain Injury Treatment and Recovery Act."" - Amends TCA Title 4; Title 58 and Title 68, ...",Tennessee,0
4,"Education - As introduced, requires inclusion of a student obtaining a GED or HiSET diploma within five years of entering high school in the graduation ...",Tennessee,0
5,"Beer - As introduced, allows a student taking a beer manufacturing course in higher education to taste beer as long as the student is 18 ...",Tennessee,0
6,"Education - As introduced, requires that students having intellectual disabilities who are educated in comprehensive development classrooms be included as graduates when calculating the graduation ...",Tennessee,0
7,"Education - As introduced, establishes the method for calculating a high school's graduation rate. - Amends TCA Title 49, Chapter 1; Title 49, Chapter 2 ...",Tennessee,0
8,"Education - As introduced, extends the authorization for the energy efficient schools council to award grants or loans for energy efficient capital outlay projects to ...",Tennessee,0
9,"County Officers - As introduced, removes obsolete and contradictory language concerning temporary superintendents of schools. - Amends TCA Section 8-48-206.",Tennessee,0
10,"County Officers - As introduced, removes obsolete and contradictory language concerning temporary superintendents of schools. - Amends TCA Section 8-48-206.",Tennessee,0
1,"Sexual Offenses - As introduced, increases from under 15 to under 18 the age of a child for a Class A felony offense of trafficking ...",Tennessee,0
2,"Education - As introduced, requires inclusion of a student obtaining a GED or HiSET diploma within five years of entering high school in the graduation ...",Tennessee,0
3,"Education - As introduced, requires that students having intellectual disabilities who are educated in comprehensive development classrooms be included as graduates when calculating the graduation ...",Tennessee,0
4,"Taxes, Exemption and Credits - As introduced, expresses the intent of the General Assembly that employers that receive tax credits or other incentives from state ...",Tennessee,0
5,"Alcoholic Beverages - As introduced, reauthorizes RedTail Mountain resort to sell alcoholic beverages for consumption on the premises. - Amends TCA Title 57, Chapter 4, ...",Tennessee,0
6,"Education - As introduced, establishes the method for calculating a high school's graduation rate. - Amends TCA Title 49, Chapter 1; Title 49, Chapter 2 ...",Tennessee,0
7,"Taxes, Exemption and Credits - As introduced, expresses the intent of the General Assembly that employers that receive tax credits or other incentives from state ...",Tennessee,0
8,"Insurance, Health, Accident - As introduced, clarifies that a utilization review agency does not have to make current preauthorization requirements available on an online provider ...",Tennessee,0
9,"Insurance, Health, Accident - As introduced, clarifies that a utilization review agency does not have to make current preauthorization requirements available on an online provider ...",Tennessee,0
10,"Sexual Offenses - As introduced, increases from under 15 to under 18 the age of a child for a Class A felony offense of trafficking ...",Tennessee,0
1,"Motor Vehicles, Titling and Registration - As introduced, authorizes the issuance of a new specialty earmarked license plate for recipients of the combat action badge, ...",Tennessee,0
2,"Taxes, Exemption and Credits - As introduced, revises procedures governing economic development agreements that authorize payments in lieu of taxes to be made by a ...",Tennessee,0
3,"Liens - As introduced, increases and broadens the penalties for garagekeepers and towing firms that violate certain requirements for attaching and enforcing liens on vehicles. ...",Tennessee,0
4,"Motor Vehicles, Titling and Registration - As introduced, authorizes the issuance of a new specialty earmarked license plate for recipients of the combat action badge, ...",Tennessee,0
5,"Special License Plates - As introduced, authorizes the issuance of a new specialty earmarked license plate for the Germantown Charity Horse Show; funds to be ...",Tennessee,0
6,"Driver Licenses - As introduced, exempts law enforcement emergency response vehicles operated by law enforcement personnel in an official capacity from the requirement that the ...",Tennessee,0
7,"Special License Plates - As introduced, authorizes the issuance of a new specialty earmarked license plate for the Germantown Charity Horse Show; funds to be ...",Tennessee,0
8,"Election Laws - As introduced, decreases number of signatures required on a petition for a candidate's name to appear on the presidential preference primary ballot ...",Tennessee,0
9,"Animal Cruelty and Abuse - As introduced, divides and rewrites animal abuse provisions between livestock and nonlivestock animals; revises other provisions concerning animals. - Amends ...",Tennessee,0
10,"Taxes, Exemption and Credits - As introduced, exempts from property taxes, any property owned by the federal government or federal agency, and leased to private ...",Tennessee,0
1,"Animal Cruelty and Abuse - As introduced, divides and rewrites animal abuse provisions between livestock and nonlivestock animals; revises other provisions concerning animals. - Amends ...",Tennessee,0
2,"Courts, Supreme Court of Tennessee - As introduced, directs the supreme court to promulgate a rule by January 31, 2016, establishing a procedure whereby a ...",Tennessee,0
3,"Courts, Supreme Court of Tennessee - As introduced, directs the supreme court to promulgate a rule by January 31, 2016, establishing a procedure whereby a ...",Tennessee,0
4,"County Clerks - As introduced, authorizes county clerks to charge a fee for same-day title printing services and enter into agreements with third-party service providers ...",Tennessee,0
5,"Special License Plates - As introduced, permits the issuance of ""Tennessee Association of Realtors"" new specialty earmarked license plates for motorcycles. - Amends TCA Title ...",Tennessee,0
6,"County Clerks - As introduced, authorizes county clerks to charge a fee for same-day title printing services and enter into agreements with third-party service providers ...",Tennessee,0
7,"Special License Plates - As introduced, permits the issuance of ""Tennessee Association of Realtors"" new specialty earmarked license plates for motorcycles. - Amends TCA Title ...",Tennessee,0
8,"Education - As introduced, requires the Tennessee council for career and technical education to study deterrents to employers offering work-based learning internships to high school ...",Tennessee,0
9,"Education - As introduced, on July 1, 2015, discontinues use of common core state standards. - Amends TCA Title 49, Chapter 1; Title 49, Chapter ...",Tennessee,0
10,"Education - As introduced, requires the department of education to annually report on the availability and content of driver education and training courses in public ...",Tennessee,0
1,"Education - As introduced, requires the department of education to annually report on the availability and content of driver education and training courses in public ...",Tennessee,0
2,"Highway Signs - As introduced, names the bridge on Hyndsver Road spanning State Route 22 in Weakley County as the ""John Vincent Memorial Bridge."" -",Tennessee,0
3,"Education - As introduced, requires the department of education to annually report on the availability and content of driver education and training courses in public ...",Tennessee,0
4,"Education - As introduced, requires the department of education to annually report on the availability and content of driver education and training courses in public ...",Tennessee,0
5,"Teachers, Principals and School Personnel - As introduced, deletes the current teacher evaluation criteria; creates the teacher evaluation advisory committee to develop and recommend to ...",Tennessee,0
6,"Education, State Board of - As introduced, requires the state board of education to submit a biennial report by March 1 on the policy review ...",Tennessee,0
7,"Education - As introduced, specifies that students who obtain a HiSET diploma will be counted as graduates when calculating graduation rates in the same manner ...",Tennessee,0
8,"Education - As introduced, requires that the Tennessee comprehensive assessment program (TCAP) tests be given every other year. - Amends TCA Title 49, Chapter 1; ...",Tennessee,0
9,"Education - As introduced, on July 1, 2015, discontinues use of common core state standards. - Amends TCA Title 49, Chapter 1; Title 49, Chapter ...",Tennessee,0
10,"Education - As introduced, requires the Tennessee council for career and technical education to study deterrents to employers offering work-based learning internships to high school ...",Tennessee,0
1,"Education - As introduced, specifies that students who obtain a HiSET diploma will be counted as graduates when calculating graduation rates in the same manner ...",Tennessee,0
2,"Highway Signs - As introduced, names the bridge on Hyndsver Road spanning State Route 22 in Weakley County as the ""John Vincent Memorial Bridge."" -",Tennessee,0
3,"Local Education Agencies - As introduced, prohibits an LEA from contracting for services with a nonprofit or for-profit operator or manager of a virtual school ...",Tennessee,0
4,"Education - As introduced, requires the department of education to annually report on the availability and content of driver education and training courses in public ...",Tennessee,0
5,"Education - As introduced, requires the department of education to annually report on the availability and content of driver education and training courses in public ...",Tennessee,0
6,"Education - As introduced, requires that the Tennessee comprehensive assessment program (TCAP) tests be given every other year. - Amends TCA Title 49, Chapter 1; ...",Tennessee,0
7,"Education - As introduced, requires the office of research and education accountability to post the reports of any studies on the effectiveness of certain pre-kindergarten ...",Tennessee,0
8,"Schools, Charter - As introduced, increases from 90 days to 120 days prior to the delayed opening of a charter school the time within which ...",Tennessee,0
9,"Education - As introduced, requires the commissioner of education's guidelines regarding the timely and responsible release of education data for research purposes be posted on ...",Tennessee,0
10,"Education, State Board of - As introduced, requires the state board of education to submit a biennial report by March 1 on the policy review ...",Tennessee,0
1,"Schools, Charter - As introduced, increases from 90 days to 120 days prior to the delayed opening of a charter school the time within which ...",Tennessee,0
2,"Teachers, Principals and School Personnel - As introduced, deletes the current teacher evaluation criteria; creates the teacher evaluation advisory committee to develop and recommend to ...",Tennessee,0
3,"Education - As introduced, requires the commissioner of education's guidelines regarding the timely and responsible release of education data for research purposes be posted on ...",Tennessee,0
4,"Local Education Agencies - As introduced, prohibits an LEA from contracting for services with a nonprofit or for-profit operator or manager of a virtual school ...",Tennessee,0
5,"Education - As introduced, requires the office of research and education accountability to post the reports of any studies on the effectiveness of certain pre-kindergarten ...",Tennessee,0
6,"Taxes - As introduced, increases the number of days a person in the armed forces has to pay privilege taxes from 180 days following the ...",Tennessee,0
7,"Economic and Community Development, Dept. of - As introduced, deletes provision regarding the appointing authority of the defunct Tennessee board for economic growth. - Amends ...",Tennessee,0
8,"Local Government, General - As introduced, increases, from six months to nine months, the period of time that a former county official or employee is ...",Tennessee,0
9,"Insurance Companies, Agents, Brokers, Policies - As introduced, increases the amount of time any person or entity licensed to provide insurance must respond to the ...",Tennessee,0
10,"Business and Commerce - As introduced, changes the time period in which appointments to the Tennessee regulatory authority must be approved by the general assembly ...",Tennessee,0
1,"Workers Compensation - As introduced, specifies that when the administrator of the division of workers' compensation makes appointments to the medical payment committee and strives ...",Tennessee,0
2,"Hospitals and Health Care Facilities - As introduced, changes time within which an order must be issued following an administrative hearing concerning a nursing home ...",Tennessee,0
3,"State Government - As introduced, removes TACIR's duty to compile and maintain an annual inventory of statewide public infrastructure needs; authorizes TACIR to utilize funds ...",Tennessee,0
